---------------------------------------------------
               坐标值         面积                  
---------------------------------------------------
              (137 , 290)          7                  
              (139 , 107)          1                  
              (141 , 108)          1                  
              (143 , 148)          1                  
              (144 , 357)          1                  
              (145 , 404)          2                  
              (146 , 402)          1                  
              (148 , 248)          1                  
              (148 , 402)          5                  
              (148 , 489)          24                  
              (149 , 425)          5                  
              (149 , 439)          7                  
              (150 , 27)          4                  
              (150 , 324)          1                  
              (151 , 5)          1                  
              (152 , 234)          1                  
              (152 , 321)          2                  
              (152 , 461)          1                  
              (153 , 52)          1                  
              (153 , 78)          1                  
              (154 , 81)          1                  
              (155 , 79)          1                  
              (155 , 270)          1                  
              (156 , 88)          1                  
              (156 , 139)          7                  
              (156 , 267)          4                  
              (156 , 415)          1                  
              (156 , 499)          1                  
              (158 , 18)          1                  
              (158 , 47)          1                  
              (158 , 288)          1                  
              (158 , 499)          4                  
              (159 , 69)          1                  
              (159 , 111)          2                  
              (159 , 149)          2                  
              (159 , 269)          1                  
              (159 , 448)          2                  
              (161 , 297)          6                  
              (162 , 83)          1                  
              (162 , 182)          1                  
              (163 , 57)          1                  
              (163 , 136)          1                  
              (164 , 129)          1                  
              (165 , 5)          1                  
              (165 , 301)          2                  
              (166 , 299)          12                  
              (166 , 458)          1                  
              (168 , 72)          8                  
              (168 , 96)          1                  
              (169 , 377)          8                  
              (169 , 385)          2                  
              (170 , 14)          1                  
              (170 , 31)          1                  
              (170 , 303)          1                  
              (170 , 305)          1                  
              (170 , 375)          1                  
              (170 , 382)          1                  
              (171 , 11)          16                  
              (171 , 219)          1                  
              (171 , 346)          2                  
              (172 , 6)          3                  
              (172 , 14)          12                  
              (172 , 30)          1                  
              (172 , 73)          1                  
              (172 , 302)          3                  
              (172 , 304)          3                  
              (173 , 195)          1                  
              (175 , 33)          1                  
              (175 , 119)          1                  
              (175 , 458)          1                  
              (175 , 474)          1                  
              (176 , 254)          2                  
              (176 , 455)          1                  
              (177 , 423)          1                  
              (177 , 458)          1                  
              (178 , 12)          1                  
              (178 , 489)          2                  
              (179 , 261)          3                  
              (179 , 407)          3                  
              (180 , 6)          1                  
              (180 , 316)          1                  
              (180 , 496)          1                  
              (181 , 499)          4                  
              (183 , 492)          2                  
              (183 , 496)          1                  
              (184 , 0)          1                  
              (184 , 494)          1                  
              (186 , 155)          1                  
              (187 , 175)          1                  
              (187 , 296)          1                  
              (187 , 363)          1                  
              (187 , 499)          1                  
              (189 , 331)          2                  
              (194 , 216)          1                  
              (194 , 434)          1                  
              (195 , 38)          2                  
              (195 , 499)          1                  
              (196 , 47)          1                  
              (196 , 98)          1                  
              (196 , 486)          1                  
              (197 , 52)          2                  
              (198 , 322)          2                  
              (198 , 492)          1                  
              (199 , 169)          1                  
              (199 , 192)          2                  
              (199 , 194)          1                  
              (200 , 483)          1                  
              (201 , 68)          1                  
              (201 , 91)          1                  
              (201 , 352)          6                  
              (203 , 180)          1                  
              (203 , 371)          2                  
              (204 , 222)          1                  
              (204 , 488)          1                  
              (206 , 456)          10                  
              (207 , 123)          1                  
              (207 , 479)          1                  
              (209 , 190)          1                  
              (209 , 207)          1                  
              (209 , 454)          2                  
              (209 , 479)          4                  
              (210 , 133)          1                  
              (210 , 498)          2                  
              (211 , 70)          1                  
              (211 , 408)          1                  
              (212 , 262)          1                  
              (213 , 58)          1                  
              (213 , 462)          1                  
              (214 , 449)          1                  
              (216 , 3)          1                  
              (217 , 0)          1                  
              (217 , 180)          1                  
              (218 , 11)          2                  
              (218 , 155)          1                  
              (218 , 238)          1                  
              (218 , 494)          1                  
              (219 , 34)          1                  
              (220 , 284)          1                  
              (221 , 0)          1                  
              (221 , 414)          6                  
              (221 , 417)          2                  
              (223 , 10)          2                  
              (223 , 185)          2                  
              (223 , 198)          1                  
              (223 , 339)          2                  
              (224 , 267)          4                  
              (224 , 291)          1                  
              (225 , 89)          1                  
              (225 , 430)          1                  
              (226 , 0)          4                  
              (226 , 137)          7                  
              (226 , 408)          1                  
              (226 , 482)          3                  
              (227 , 53)          1                  
              (227 , 114)          1                  
              (230 , 136)          1                  
              (230 , 349)          5                  
              (231 , 332)          1                  
              (231 , 454)          1                  
              (232 , 216)          1                  
              (233 , 15)          11                  
              (233 , 141)          1                  
              (233 , 244)          2                  
              (233 , 307)          5                  
              (233 , 498)          6                  
              (238 , 272)          2                  
              (238 , 284)          4                  
              (238 , 314)          1                  
              (239 , 305)          1                  
              (239 , 488)          8                  
              (241 , 85)          1                  
              (243 , 107)          4                  
              (243 , 298)          1                  
              (244 , 5)          1                  
              (244 , 61)          1                  
              (244 , 67)          2                  
              (247 , 95)          1                  
              (247 , 315)          2                  
              (247 , 377)          2                  
              (248 , 62)          1                  
              (248 , 384)          1                  
              (248 , 386)          1                  
              (248 , 488)          1                  
              (249 , 128)          2                  
              (249 , 131)          1                  
              (249 , 370)          3                  
              (250 , 253)          1                  
              (250 , 493)          1                  
              (251 , 483)          1                  
              (252 , 81)          2                  
              (252 , 165)          1                  
              (253 , 57)          1                  
              (254 , 25)          2                  
              (255 , 328)          33                  
              (256 , 122)          5                  
              (256 , 210)          1                  
              (257 , 25)          1                  
              (257 , 337)          1                  
              (258 , 325)          1                  
              (258 , 486)          3                  
              (259 , 335)          2                  
              (259 , 369)          2                  
              (259 , 455)          3                  
              (260 , 398)          7                  
              (260 , 408)          1                  
              (260 , 450)          2                  
              (261 , 269)          1                  
              (261 , 402)          1                  
              (261 , 470)          1                  
              (261 , 498)          2                  
              (262 , 100)          3                  
              (263 , 97)          1                  
              (263 , 497)          10                  
              (264 , 312)          1                  
              (265 , 327)          1                  
              (267 , 64)          2                  
              (267 , 111)          1                  
              (268 , 252)          2                  
              (269 , 368)          1                  
              (270 , 55)          8                  
              (271 , 105)          2                  
              (272 , 91)          1                  
              (272 , 340)          1                  
              (273 , 322)          3                  
              (274 , 292)          5                  
              (275 , 247)          1                  
              (275 , 330)          1                  
              (275 , 401)          1                  
              (276 , 289)          3                  
              (276 , 322)          2                  
              (277 , 119)          1                  
              (277 , 233)          1                  
              (277 , 392)          1                  
              (278 , 66)          1                  
              (278 , 462)          2                  
              (279 , 498)          1                  
              (280 , 212)          2                  
              (281 , 429)          3                  
              (282 , 44)          1                  
              (283 , 342)          2                  
              (284 , 96)          1                  
              (284 , 208)          2                  
              (284 , 317)          1                  
              (286 , 5)          1                  
              (286 , 210)          1                  
              (287 , 176)          1                  
              (288 , 133)          1                  
              (288 , 232)          5                  
              (288 , 324)          1                  
              (289 , 70)          1                  
              (289 , 192)          1                  
              (290 , 52)          1                  
              (290 , 189)          3                  
              (290 , 194)          1                  
              (290 , 245)          6                  
              (291 , 126)          2                  
              (294 , 7)          13                  
              (294 , 472)          1                  
              (295 , 61)          1                  
              (297 , 61)          1                  
              (297 , 285)          1                  
              (299 , 160)          2                  
              (299 , 166)          1                  
              (299 , 457)          1                  
              (301 , 456)          5                  
              (301 , 488)          1                  
              (301 , 499)          2                  
              (302 , 151)          1                  
              (302 , 372)          1                  
              (303 , 23)          2                  
              (303 , 270)          1                  
              (304 , 161)          6                  
              (304 , 263)          1                  
              (305 , 179)          1                  
              (305 , 430)          1                  
              (306 , 18)          3                  
              (306 , 330)          1                  
              (307 , 6)          3                  
              (308 , 205)          2                  
              (308 , 328)          3                  
              (308 , 401)          1                  
              (309 , 70)          2                  
              (310 , 171)          1                  
              (311 , 328)          1                  
              (311 , 422)          5                  
              (311 , 435)          1                  
              (312 , 177)          3                  
              (312 , 499)          1                  
              (314 , 101)          1                  
              (314 , 169)          1                  
              (314 , 455)          1                  
              (315 , 478)          5                  
              (317 , 119)          2                  
              (318 , 20)          1                  
              (318 , 230)          1                  
              (318 , 439)          1                  
              (319 , 32)          1                  
              (319 , 415)          1                  
              (320 , 34)          1                  
              (320 , 86)          2                  
              (322 , 128)          1                  
              (322 , 228)          1                  
              (322 , 355)          1                  
              (323 , 86)          1                  
              (323 , 119)          2                  
              (323 , 292)          2                  
              (324 , 289)          3                  
              (325 , 285)          2                  
              (325 , 441)          7                  
              (325 , 444)          4                  
              (326 , 42)          1                  
              (327 , 150)          2                  
              (327 , 161)          1                  
              (328 , 152)          1                  
              (328 , 172)          3                  
              (328 , 301)          5                  
              (328 , 442)          1                  
              (328 , 445)          4                  
              (329 , 244)          3                  
              (329 , 296)          1                  
              (329 , 299)          1                  
              (329 , 454)          1                  
              (330 , 93)          1                  
              (330 , 242)          1                  
              (330 , 443)          1                  
              (330 , 446)          10                  
              (331 , 297)          1                  
              (331 , 303)          3                  
              (331 , 379)          1                  
              (332 , 186)          1                  
              (333 , 477)          2                  
              (334 , 96)          1                  
              (334 , 485)          1                  
              (336 , 369)          1                  
              (336 , 480)          1                  
              (337 , 482)          2                  
              (338 , 177)          1                  
              (339 , 246)          1                  
              (340 , 32)          1                  
              (340 , 175)          1                  
              (340 , 498)          2                  
              (341 , 384)          1                  
              (342 , 499)          1                  
              (343 , 476)          5                  
              (344 , 25)          1                  
              (344 , 151)          1                  
              (344 , 240)          3                  
              (345 , 230)          1                  
              (346 , 213)          1                  
              (346 , 485)          1                  
              (347 , 403)          5                  
              (348 , 387)          1                  
              (349 , 175)          1                  
              (349 , 255)          1                  
              (350 , 322)          1                  
              (350 , 418)          1                  
              (350 , 476)          1                  
              (351 , 224)          1                  
              (352 , 403)          2                  
              (353 , 199)          1                  
              (355 , 119)          1                  
              (356 , 181)          1                  
              (357 , 66)          10                  
              (357 , 330)          3                  
              (358 , 397)          1                  
              (358 , 400)          1                  
              (359 , 434)          3                  
              (360 , 187)          1                  
              (360 , 266)          2                  
              (360 , 272)          1                  
              (360 , 474)          1                  
              (361 , 163)          1                  
              (361 , 221)          1                  
              (362 , 187)          3                  
              (362 , 190)          3                  
              (362 , 333)          1                  
              (362 , 403)          2                  
              (362 , 439)          1                  
              (363 , 139)          1                  
              (365 , 164)          8                  
              (365 , 415)          3                  
              (366 , 13)          3                  
              (366 , 285)          1                  
              (366 , 381)          1                  
              (367 , 145)          1                  
              (367 , 383)          1                  
              (367 , 405)          1                  
              (367 , 426)          1                  
              (368 , 381)          1                  
              (369 , 106)          4                  
              (369 , 135)          1                  
              (369 , 164)          2                  
              (369 , 295)          1                  
              (369 , 498)          1                  
              (370 , 103)          1                  
              (371 , 122)          3                  
              (371 , 255)          1                  
              (371 , 264)          2                  
              (372 , 92)          1                  
              (373 , 0)          1                  
              (373 , 8)          4                  
              (373 , 26)          1                  
              (373 , 81)          1                  
              (375 , 49)          5                  
              (375 , 64)          1                  
              (375 , 196)          1                  
              (375 , 409)          1                  
              (377 , 25)          2                  
              (377 , 40)          1                  
              (378 , 165)          1                  
              (380 , 346)          6                  
              (381 , 26)          1                  
              (381 , 269)          7                  
              (381 , 392)          1                  
              (381 , 400)          1                  
              (382 , 68)          1                  
              (382 , 94)          1                  
              (383 , 26)          1                  
              (383 , 309)          10                  
              (384 , 93)          2                  
              (384 , 122)          1                  
              (385 , 450)          1                  
              (386 , 271)          9                  
              (386 , 437)          1                  
              (387 , 22)          2                  
              (388 , 279)          3                  
              (388 , 415)          3                  
              (389 , 0)          1                  
              (390 , 41)          1                  
              (390 , 90)          1                  
              (392 , 104)          1                  
              (392 , 118)          1                  
              (392 , 195)          1                  
              (392 , 406)          1                  
              (393 , 0)          1                  
              (393 , 192)          5                  
              (393 , 338)          2                  
              (393 , 357)          2                  
              (394 , 73)          1                  
              (394 , 418)          1                  
              (394 , 493)          2                  
              (395 , 34)          4                  
              (396 , 38)          6                  
              (396 , 71)          1                  
              (396 , 422)          1                  
              (397 , 312)          1                  
              (397 , 463)          1                  
              (398 , 87)          1                  
              (398 , 386)          1                  
              (398 , 490)          2                  
              (399 , 360)          2                  
              (400 , 79)          2                  
              (400 , 82)          1                  
              (401 , 207)          1                  
              (401 , 489)          1                  
              (402 , 276)          4                  
              (402 , 382)          1                  
              (406 , 310)          1                  
              (406 , 329)          2                  
              (406 , 422)          1                  
              (407 , 2)          5                  
              (407 , 419)          2                  
              (407 , 424)          1                  
              (408 , 345)          1                  
              (409 , 139)          11                  
              (409 , 181)          1                  
              (409 , 332)          2                  
              (409 , 347)          3                  
              (409 , 479)          3                  
              (410 , 141)          4                  
              (410 , 477)          6                  
              (411 , 0)          1                  
              (411 , 105)          6                  
              (411 , 120)          4                  
              (411 , 155)          1                  
              (412 , 463)          3                  
              (413 , 355)          1                  
              (413 , 488)          8                  
              (415 , 173)          1                  
              (415 , 244)          1                  
              (416 , 383)          2                  
              (417 , 138)          1                  
              (419 , 0)          5                  
              (419 , 441)          1                  
              (420 , 283)          1                  
              (421 , 202)          6                  
              (421 , 393)          2                  
              (422 , 198)          3                  
              (422 , 281)          2                  
              (423 , 152)          1                  
              (423 , 417)          1                  
              (424 , 289)          3                  
              (424 , 427)          2                  
              (425 , 416)          2                  
              (426 , 138)          1                  
              (426 , 428)          1                  
              (427 , 191)          2                  
              (428 , 38)          1                  
              (428 , 151)          3                  
              (428 , 206)          2                  
              (428 , 310)          3                  
              (428 , 329)          2                  
              (429 , 289)          3                  
              (429 , 327)          1                  
              (430 , 90)          1                  
              (430 , 205)          1                  
              (430 , 491)          1                  
              (431 , 20)          2                  
              (431 , 341)          1                  
              (432 , 56)          2                  
              (432 , 117)          1                  
              (432 , 328)          1                  
              (434 , 57)          1                  
              (434 , 180)          1                  
              (435 , 62)          1                  
              (435 , 383)          1                  
              (435 , 407)          1                  
              (436 , 230)          2                  
              (436 , 483)          1                  
              (437 , 100)          7                  
              (438 , 83)          3                  
              (439 , 7)          2                  
              (439 , 30)          1                  
              (439 , 49)          1                  
              (439 , 126)          3                  
              (439 , 129)          5                  
              (440 , 476)          1                  
              (441 , 64)          2                  
              (442 , 268)          1                  
              (444 , 10)          1                  
              (444 , 41)          3                  
              (444 , 258)          4                  
              (445 , 35)          6                  
              (445 , 494)          1                  
              (445 , 496)          42                  
              (446 , 84)          4                  
              (446 , 147)          1                  
              (446 , 397)          1                  
              (447 , 130)          1                  
              (447 , 331)          2                  
              (448 , 128)          1                  
              (448 , 132)          1                  
              (448 , 266)          1                  
              (448 , 343)          1                  
              (450 , 45)          1                  
              (450 , 261)          1                  
              (451 , 85)          1                  
              (452 , 497)          2                  
              (453 , 61)          2                  
              (453 , 495)          1                  
              (453 , 499)          1                  
              (454 , 53)          1                  
              (454 , 447)          3                  
              (455 , 45)          2                  
              (455 , 497)          25                  
              (456 , 55)          1                  
              (457 , 165)          1                  
              (460 , 28)          7                  
              (460 , 96)          1                  
              (461 , 327)          2                  
              (461 , 421)          1                  
              (461 , 498)          5                  
              (462 , 150)          1                  
              (463 , 61)          1                  
              (463 , 291)          1                  
              (463 , 382)          2                  
              (463 , 446)          1                  
              (464 , 397)          2                  
              (466 , 149)          1                  
              (466 , 205)          1                  
              (466 , 373)          1                  
              (467 , 87)          2                  
              (467 , 89)          1                  
              (468 , 203)          1                  
              (468 , 477)          2                  
              (469 , 5)          2                  
              (469 , 18)          1                  
              (470 , 70)          1                  
              (470 , 321)          1                  
              (471 , 33)          2                  
              (471 , 147)          3                  
              (471 , 304)          1                  
              (474 , 33)          1                  
              (475 , 232)          1                  
              (476 , 55)          1                  
              (476 , 132)          2                  
              (477 , 289)          2                  
              (479 , 19)          1                  
              (479 , 479)          2                  
              (479 , 493)          1                  
              (480 , 288)          2                  
              (480 , 313)          1                  
              (480 , 472)          1                  
              (481 , 369)          2                  
              (482 , 313)          2                  
              (484 , 22)          1                  
              (484 , 24)          3                  
              (485 , 264)          4                  
              (485 , 376)          2                  
              (486 , 116)          1                  
              (486 , 474)          1                  
              (487 , 272)          3                  
              (487 , 279)          2                  
              (488 , 312)          1                  
              (488 , 473)          1                  
              (489 , 146)          3                  
              (489 , 163)          4                  
              (489 , 268)          2                  
              (489 , 420)          1                  
              (490 , 12)          1                  
              (490 , 320)          1                  
              (490 , 335)          55                  
              (491 , 205)          9                  
              (492 , 11)          3                  
              (492 , 86)          1                  
              (493 , 385)          1                  
              (493 , 440)          40                  
              (494 , 9)          2                  
              (494 , 341)          1                  
              (495 , 57)          9                  
              (496 , 345)          1                  
              (496 , 347)          7                  
              (496 , 395)          1                  
              (497 , 28)          2                  
              (497 , 42)          3                  
              (497 , 186)          1                  
              (497 , 309)          2                  
              (498 , 79)          5                  
              (498 , 82)          2                  
              (498 , 327)          6                  
              (498 , 394)          4                  
              (499 , 16)          2                  
              (499 , 28)          2                  
              (499 , 250)          1                  
              (499 , 324)          1                  
              (499 , 347)          1                  
              (499 , 373)          1                  
              (499 , 432)          2                  
---------------------------------------------------
固相颗粒总数 ：  873
